iter	Logloss
159	0.3141404589
160	0.3132341901
161	0.3123960495
162	0.3116377195
163	0.3107187748
164	0.3095816771
165	0.3085364302
166	0.3074777722
167	0.3065251708
168	0.3057005803
169	0.3053743442
170	0.3044985731
171	0.303642412
172	0.3027029236
173	0.3018854062
174	0.3010007938
175	0.3001008034
176	0.299200058
177	0.2983837525
178	0.2975470225
179	0.2967765729
180	0.2959060868
181	0.295125246
182	0.2942037781
183	0.2934002082
184	0.2929141124
185	0.2919540803
186	0.291025122
187	0.2901746631
188	0.289472421
189	0.2887873252
190	0.2878614863
191	0.2870567242
192	0.2863188187
193	0.2855308056
194	0.2848728299
195	0.2842396498
196	0.2834642728
197	0.2828623851
198	0.2820944587
199	0.28129222
200	0.2805330952
201	0.2798800071
202	0.2792520126
203	0.2785082658
204	0.2777448893
205	0.2770226598
206	0.2762390375
207	0.2754683892
208	0.27474159
209	0.2740492026
210	0.2733896573
211	0.2727868557
212	0.2722005049
213	0.2715629339
214	0.270817399
215	0.2700485984
216	0.269304196
217	0.2685507933
218	0.2678831021
219	0.2671954632
220	0.2666010857
221	0.2659542958
222	0.2652558486
223	0.2645758589
224	0.2638559341
225	0.2630757888
226	0.2623847326
227	0.2617124518
228	0.2612059911
229	0.2605029742
230	0.2599326173
231	0.2592741251
232	0.2584953507
233	0.2578034798
234	0.2570869525
235	0.2563101053
236	0.2555820743
237	0.2550195853
238	0.2542872032
239	0.2536544204
240	0.2530119816
241	0.2524364789
242	0.2519871394
243	0.251392444
244	0.250792106
245	0.250256141
246	0.2495578527
247	0.2489306331
248	0.2483870784
249	0.2477754752
250	0.2471249501
251	0.2465430895
252	0.2459034125
253	0.2452778816
254	0.244727095
255	0.244069616
256	0.2435462872
257	0.2429002921
258	0.2423743606
259	0.2419240872
260	0.241287152
261	0.2407463193
262	0.240096887
263	0.2395190398
264	0.2389983932
265	0.2384015719
266	0.2378118038
267	0.2372562885
268	0.2366640766
269	0.2361013095
270	0.2355532249
271	0.2350271146
272	0.234515051
273	0.2340260545
274	0.2334928115
275	0.2330498298
276	0.2324757179
277	0.2319668929
278	0.2314251264
279	0.2307687998
280	0.2301541169
281	0.2296111385
282	0.2290484309
283	0.2285745939
284	0.228011926
285	0.2274580399
286	0.2269924879
287	0.2264070113
288	0.2258273363
289	0.2253259023
290	0.224716862
291	0.2245575984
292	0.2240789135
293	0.2236049573
294	0.2229552468
295	0.222502013
296	0.2219949762
297	0.2215917905
298	0.2210380832
299	0.2205666701
300	0.2200844884
301	0.219660302
302	0.2191252311
303	0.2185573181
304	0.2179834048
305	0.2175519466
306	0.2170410355
307	0.2165494363
308	0.2160641352
309	0.2156181931
310	0.2151432435
311	0.2147179643
312	0.214146177
313	0.2136510213
314	0.2131912907
315	0.2126594385
316	0.2122099797
317	0.2116970817
318	0.2112012108
319	0.2111164331
320	0.210878253
321	0.2103304466
322	0.209875981
323	0.2093791564
324	0.2089092334
325	0.2084501982
326	0.2079559962
327	0.207511584
328	0.2070353627
329	0.2065007091
330	0.2060677608
331	0.2056317528
332	0.2052738269
333	0.2049363057
334	0.2044868271
335	0.2040482163
336	0.2035624981
337	0.2031197349
338	0.2027851343
339	0.2024095257
340	0.2020629247
341	0.2016752164
342	0.2013909419
343	0.20104448
344	0.2006051143
345	0.2002004385
346	0.1998291413
347	0.1994531552
348	0.1990853945
349	0.1987198989
350	0.1983087063
351	0.1978980303
352	0.1974760294
353	0.1971206665
354	0.1966565847
355	0.1962326765
356	0.1958800753
357	0.1954838037
358	0.1951386333
359	0.1946802537
360	0.1943387787
361	0.1939010421
362	0.1934572458
363	0.1931129297
364	0.1927020152
365	0.1923342347
366	0.1918987632
367	0.1914586822
368	0.191040655
369	0.1906772057
370	0.1902935704
371	0.1899138292
372	0.1895455718
373	0.1891297499
374	0.1887919704
375	0.1884883642
376	0.188410302
377	0.188079079
378	0.1877956788
379	0.1873957912
380	0.1870436271
381	0.1866194805
382	0.186197559
383	0.1858103474
384	0.1854457657
385	0.185142676
386	0.1847965717
387	0.1844238639
388	0.1840765476
389	0.1836666465
390	0.1832300425
391	0.1828926404
392	0.1825308402
393	0.1822302739
394	0.1818408767
395	0.1814781427
396	0.181108276
397	0.1806942821
398	0.1803417206
399	0.1799782515
400	0.179598252
401	0.1792201598
402	0.1789244016
403	0.1785864234
404	0.178181529
405	0.1778155963
406	0.1774273713
407	0.177117904
408	0.1768207947
409	0.1767467856
410	0.1764111519
411	0.1760863264
412	0.1759679317
413	0.1756149928
414	0.1752768954
415	0.1748529275
416	0.1744971275
417	0.1741495927
418	0.1738263369
419	0.1735017697
420	0.1731461684
421	0.1728123228
422	0.1724687219
423	0.1720865965
424	0.1717650692
425	0.1714217067
426	0.1711211999
427	0.1708901127
428	0.1705305576
429	0.1701429486
430	0.1697629491
431	0.1694531043
432	0.1690847278
433	0.1687846581
434	0.1684204141
435	0.1680753827
436	0.1677671671
437	0.1676690578
438	0.1673362255
439	0.1670140425
440	0.1666700045
441	0.1664155026
442	0.1661793093
443	0.1658552885
444	0.1655202905
445	0.1654098133
446	0.1650605003
447	0.1647623281
448	0.1644383272
449	0.1640953819
450	0.1637986104
451	0.1635301709
452	0.1631854673
453	0.1628811558
454	0.1625159979
455	0.1621889075
456	0.1619202991
457	0.161620597
458	0.1612809201
459	0.1609718005
460	0.1606073976
461	0.1603641113
462	0.1600598196
463	0.1597514649
464	0.1595047315
465	0.1592386564
466	0.1589097381
467	0.1586147348
468	0.1583265066
469	0.1580446959
470	0.1577709615
471	0.1575110853
472	0.1571234663
473	0.1567804118
474	0.1565237244
475	0.1563503047
476	0.156006068
477	0.1557290057
478	0.1554118991
479	0.1551318963
480	0.1548610826
481	0.1545989414
482	0.1543215215
483	0.1540269454
484	0.1537337303
485	0.1533970038
486	0.1530694067
487	0.1528280973
488	0.1525309384
489	0.1522401969
490	0.1521701614
491	0.1519046426
492	0.1515736977
493	0.1512939334
494	0.1509908835
495	0.150684466
496	0.1503867209
497	0.1501278381
498	0.1498462558
499	0.1496079961
500	0.1493493716
501	0.1491421461
502	0.1489183704
503	0.1486435036
504	0.1483808359
505	0.1481018662
506	0.1478137275
507	0.1475232343
508	0.1472212076
509	0.1469315688
510	0.1466723879
511	0.1464306811
512	0.1461066802
513	0.1457825601
514	0.1455050707
515	0.1452574035
516	0.1449934443
517	0.1447606981
518	0.1445108851
519	0.1442021231
520	0.1440042257
521	0.1437576314
522	0.1435035566
523	0.1432460149
524	0.1429468791
525	0.1427039305
526	0.1424265405
527	0.1421910723
528	0.1419231991
529	0.141673406
530	0.1414419015
531	0.1411596735
532	0.1409527461
533	0.1407140891
534	0.1404649913
535	0.1402546267
536	0.139991045
537	0.1397098502
538	0.1394936045
539	0.1392801205
540	0.1390735507
541	0.1388266881
542	0.1386084557
543	0.1383448541
544	0.138101548
545	0.1378892064
546	0.1376955112
547	0.1374570131
548	0.1372052431
549	0.136967967
550	0.1367120345
551	0.1364530921
552	0.1363032659
553	0.1360813777
554	0.1358610888
555	0.1356683373
556	0.1354961892
557	0.1352723241
558	0.1350839337
559	0.1348252694
560	0.1346581578
561	0.1344139079
562	0.1342194279
563	0.1339787443
564	0.1337280671
565	0.1334815621
566	0.1332345605
567	0.1330268184
568	0.1328247388
569	0.1325778464
570	0.1323508422
571	0.1321144104
572	0.1318307122
573	0.1316088041
574	0.131396989
575	0.1311825713
576	0.1309583684
577	0.1307226419
578	0.130470415
579	0.1302190622
580	0.1300088863
581	0.1297888358
582	0.1296445529
583	0.1294451257
584	0.1292374531
585	0.1289753517
586	0.1287426551
587	0.1285814742
588	0.1283719838
589	0.1281636556
590	0.1279492478
591	0.1277443469
592	0.1275268992
593	0.1272677084
594	0.127042532
595	0.1268220643
596	0.1266528765
597	0.1264532705
598	0.1262524923
599	0.1260031859
600	0.1258002321
601	0.1255969405
602	0.1254967948
603	0.1252985398
604	0.1250789762
605	0.1248566508
606	0.1246746679
607	0.1245019436
608	0.1243090332
609	0.1241199672
610	0.1239194473
611	0.1237137516
612	0.1235050956
613	0.1232921084
614	0.1230510672
615	0.1228491863
616	0.1226236125
617	0.1223992308
618	0.1221948167
619	0.1219524344
620	0.1217178603
621	0.1215407153
622	0.1212981443
623	0.1211049755
624	0.1208992203
625	0.1206896901
626	0.1204638481
627	0.1202705503
628	0.1200543245
629	0.1198482513
630	0.1196541786
631	0.1194562614
632	0.1192645629
633	0.1190936367
634	0.1189199388
635	0.118731906
636	0.1185317039
637	0.1183312734
638	0.1181518237
639	0.117956241
640	0.1177585622
641	0.1175631682
642	0.1174178123
643	0.1172819932
644	0.1170956492
645	0.1168910563
646	0.1166796486
647	0.1164893508
648	0.1163477302
649	0.1161386073
650	0.1159641147
651	0.1157780687
652	0.1155929168
653	0.1154155334
654	0.1152475774
655	0.1150801778
656	0.1149077813
657	0.1147360404
658	0.114525189
659	0.1143323481
660	0.1141741276
661	0.1140005589
662	0.1138246953
663	0.1136032244
664	0.1133840481
665	0.1132133603
666	0.1130456428
667	0.1128654381
668	0.1127129793
669	0.1125160257
670	0.112337927
671	0.1121745706
672	0.1119995912
673	0.1118263106
674	0.1116331617
675	0.1115128001
676	0.1113274793
677	0.1111765901
678	0.1109672387
679	0.1108003159
680	0.11061426
681	0.1104516784
682	0.1102771163
683	0.1100962857
684	0.1099267999
685	0.1097922921
686	0.1096151968
687	0.1094433268
688	0.1092670858
689	0.1090955337
690	0.108921508
691	0.1087348362
692	0.1085889538
693	0.1084811886
694	0.1083146234
695	0.1081376374
696	0.1079228024
697	0.1077462832
698	0.1075574756
699	0.1073576212
700	0.1071877082
701	0.10703215
702	0.1068740884
703	0.1067085862
704	0.1065807442
705	0.1064109604
706	0.1062259674
707	0.1060496767
708	0.1058560411
709	0.1056708197
710	0.1054961483
711	0.1052925189
712	0.1051183343
713	0.1049696306
714	0.10477976
715	0.1046226919
716	0.1044206719
717	0.1042521795
718	0.1040957669
719	0.1039191286
720	0.1037528614
721	0.1035880844
722	0.1034316619
723	0.1032832861
724	0.1031058033
725	0.1029705207
726	0.1027971705
727	0.1026482681
728	0.1024529934
729	0.1023162206
730	0.1021606525
731	0.1020102302
732	0.1018551886
733	0.1017150283
734	0.1015540361
735	0.1013941566
736	0.101251483
737	0.1011117895
738	0.1009626786
739	0.1008085012
740	0.1006368597
741	0.1004929046
742	0.100307862
743	0.1001477142
744	0.1000465353
745	0.09990522265
746	0.0997650226
747	0.09964843591
748	0.0994806091
749	0.09931854407
750	0.09921354055
751	0.09902871648
752	0.09888223807
753	0.09873434901
754	0.09857060512
755	0.09841669599
756	0.09827588002
757	0.09811713298
758	0.09796251853
759	0.097866714
760	0.09773569306
761	0.09759879112
762	0.09743346771
763	0.09729043643
764	0.09711928169
765	0.09697196881
766	0.09680650632
767	0.09666158756
768	0.09650995334
769	0.09634369612
770	0.09620620807
771	0.09605838855
772	0.09588714441
773	0.09574856361
774	0.09560624758
775	0.09544910987
776	0.09530445933
777	0.09518267711
778	0.0950700144
779	0.09490503867
780	0.09474215905
781	0.09457374612
782	0.09446581205
783	0.09434972207
784	0.09419689576
785	0.09400850534
786	0.09385682146
787	0.09371389945
788	0.0935959816
789	0.09348857403
790	0.09332370758
791	0.09317198396
792	0.09303416808
793	0.09289372961
794	0.09273715814
795	0.09261243542
796	0.09247161945
797	0.09234374762
798	0.09227225184
799	0.09213816126
800	0.09201264381
801	0.09188733498
802	0.09177679817
803	0.09164017439
804	0.09151476622
805	0.09136442343
806	0.09122876326
807	0.09109342098
808	0.09097309907
809	0.09082260728
810	0.09067849318
811	0.09054745237
812	0.09043822686
813	0.09028764566
814	0.09016426404
815	0.09004715085
816	0.08995806177
817	0.08982824286
818	0.08971031507
819	0.08956514796
820	0.0894613564
821	0.08932844798
822	0.08923407396
823	0.08912229538
824	0.08894958099
825	0.08883006374
826	0.08868646622
827	0.0885382096
828	0.08843004704
829	0.08831016223
830	0.08820603291
831	0.08808613817
832	0.08795599143
833	0.08782140414
834	0.08770432075
835	0.08758100867
836	0.08743207653
837	0.08730326096
838	0.08718865116
839	0.08707098166
840	0.08696096142
841	0.08684156338
842	0.0867151916
843	0.08661725124
844	0.08650131027
845	0.0863819619
846	0.08628199498
847	0.08618191878
848	0.08608132601
849	0.0859807531
850	0.08585910996
851	0.08573781451
852	0.08562435706
853	0.085487475
854	0.08536402384
855	0.08524485429
856	0.08511547248
857	0.08502694964
858	0.08489739895
859	0.08478518327
860	0.08467376232
861	0.08455689748
862	0.08447323243
863	0.08436258634
864	0.0842564702
865	0.08414977789
866	0.08401936293
867	0.08391143878
868	0.08379056056
869	0.08364753922
870	0.08354826768
871	0.08344325423
872	0.08333734671
873	0.08322863777
874	0.08311668038
875	0.08299018939
876	0.08286424478
877	0.08277850846
878	0.08264153202
879	0.08254087965
880	0.08243748546
881	0.08231545488
882	0.08217300971
883	0.08204738796
884	0.08192795515
885	0.08179008961
886	0.08168451985
887	0.08155051867
888	0.08141472936
889	0.08130224049
890	0.08116570115
891	0.08103005091
892	0.08094456792
893	0.08083595832
894	0.08076059322
895	0.08066698412
896	0.08057411015
897	0.08046672245
898	0.08036474387
899	0.08027171592
900	0.08017459512
901	0.08004084229
902	0.07991740108
903	0.07982894778
904	0.07972284158
905	0.07961714268
906	0.07949063679
907	0.07940932612
908	0.07929425438
909	0.07917264601
910	0.07905961076
911	0.07892758648
912	0.078809008
913	0.07873688638
914	0.0786503156
915	0.07853845755
916	0.07842813929
917	0.07835791508
918	0.07825509707
919	0.07816550632
920	0.07805540164
921	0.07795082033
922	0.07784377038
923	0.07773810625
924	0.07762726148
925	0.07752200464
926	0.07741318643
927	0.07730897268
928	0.07720568776
929	0.07709443569
930	0.07700234652
931	0.07692487538
932	0.07681900263
933	0.07671338816
934	0.07661507527
935	0.07651716471
936	0.07640819252
937	0.07631000876
938	0.076234291
939	0.07612532874
940	0.07604687413
941	0.0759503444
942	0.07584220668
943	0.07574866215
944	0.07565196355
945	0.07553786039
946	0.07544311881
947	0.0753556788
948	0.07525108258
949	0.07515166203
950	0.07506011923
951	0.0749481221
952	0.07485560079
953	0.0747615993
954	0.07470035553
955	0.07460080584
956	0.07451141874
957	0.07441494862
958	0.07433666289
959	0.07422017058
960	0.07411538561
961	0.07402386765
962	0.07392168542
963	0.07381862402
964	0.07373152177
965	0.07363590598
966	0.07353687783
967	0.07344793777
968	0.07334890962
969	0.07327210903
970	0.07317211727
971	0.07306356231
972	0.07296674947
973	0.07288735112
974	0.07279450198
975	0.07271258036
976	0.07260488967
977	0.07250770926
978	0.07239198685
979	0.07229985793
980	0.07221105695
981	0.07213173807
982	0.07205035289
983	0.07196594278
984	0.07186267277
985	0.07177821795
986	0.07168893516
987	0.07159665227
988	0.07151084642
989	0.07140054305
990	0.07130666077
991	0.07121660312
992	0.07112550735
993	0.07103986045
994	0.07094030579
995	0.07084382574
996	0.07073224584
997	0.07063390811
998	0.07054415842
999	0.07047833006
1000	0.07038122416
1001	0.07029153903
1002	0.07020805776
1003	0.07011665901
1004	0.07003457348
1005	0.06994608045
1006	0.0698428899
1007	0.0697435836
1008	0.06965503593
1009	0.06957658132
1010	0.06948007147
1011	0.06938229005
1012	0.06929536661
1013	0.06919156512
1014	0.06910616159
1015	0.06903403997
1016	0.06895186007
1017	0.06888593733
1018	0.06880013148
1019	0.06870992978
1020	0.06864200036
1021	0.06854030987
1022	0.06845705211
1023	0.06838400165
1024	0.0682998995
1025	0.06819045544
1026	0.0680993249
1027	0.06802507242
1028	0.06794343392
1029	0.06786112487
1030	0.06777106722
1031	0.06769793232
1032	0.06761597097
1033	0.06752779086
1034	0.06745569905
1035	0.06738006075
1036	0.06728586058
1037	0.0672040681
1038	0.06711921593
1039	0.06701944272
1040	0.06692924102
1041	0.06684188048
1042	0.0667707324
1043	0.06669325133
1044	0.06658940514
1045	0.06650787592
1046	0.06644201775
1047	0.06638387839
1048	0.066303581
1049	0.0662415425
1050	0.06618154049
1051	0.06611589094
1052	0.06602819761
1053	0.06594713032
1054	0.06587774555
1055	0.06578927735
1056	0.06569962204
1057	0.06564943492
1058	0.06558474898
1059	0.06550561388
1060	0.06542553504
1061	0.06533854206
1062	0.06527038415
1063	0.06519092619
1064	0.0651144435
1065	0.06503628691
1066	0.06495702763
1067	0.06488059958
1068	0.064806814
1069	0.06473044554
1070	0.06465437015
1071	0.06458898385
1072	0.06451393167
1073	0.06442052126
1074	0.06434605022
1075	0.06428474188
1076	0.06421136856
1077	0.0641306589
1078	0.06404783328
1079	0.06397586564
1080	0.06390745441
1081	0.0638367633
1082	0.06376968324
1083	0.06370163461
1084	0.06361916661
1085	0.06355633338
1086	0.06348744035
1087	0.06341081858
1088	0.06333640218
1089	0.0632682691
1090	0.06320246061
1091	0.06313350797
1092	0.06306042771
1093	0.06298531095
1094	0.06292113662
1095	0.06284237901
1096	0.06278693676
1097	0.06271233161
1098	0.06263314684
1099	0.06255689263
1100	0.06249004106
1101	0.0624165833
1102	0.06233609716
1103	0.06227457027
1104	0.06222517788
1105	0.06217546264
1106	0.06210570534
1107	0.06202578545
1108	0.06195810437
1109	0.06188609203
1110	0.06180806458
1111	0.06174257398
1112	0.06168030202
1113	0.06162484984
1114	0.06154040992
1115	0.06149125596
1116	0.06144236028
1117	0.06139030556
1118	0.06132501364
1119	0.0612697204
1120	0.0611958007
1121	0.06113319596
1122	0.06106857955
1123	0.06099837522
1124	0.06092600028
1125	0.06085789204
1126	0.06079849601
1127	0.06072797378
1128	0.06068183978
1129	0.06062942743
1130	0.06058304012
1131	0.06052378813
1132	0.06045668324
1133	0.06039892634
1134	0.06034059326
1135	0.06027718385
1136	0.06022277474
1137	0.060173889
1138	0.06012487411
1139	0.0600750347
1140	0.06001492838
1141	0.05994812648
1142	0.05989143252
1143	0.05981645981
1144	0.05975297093
1145	0.059696878
1146	0.05962585409
1147	0.05954774717
1148	0.05947865049
1149	0.05941302578
1150	0.05935487648
1151	0.05929286281
1152	0.05925162633
1153	0.05919056137
1154	0.0591215392
1155	0.05905939142
1156	0.05897954106
1157	0.05891485016
1158	0.05887747804
1159	0.05882763863
1160	0.05875870089
1161	0.05869961778
1162	0.05864002307
1163	0.05858230094
1164	0.05852513512
1165	0.05846685171
1166	0.05842279891
1167	0.05837267637
1168	0.05830108623
1169	0.05824779471
1170	0.05820453664
1171	0.05814043681
1172	0.05808924635
1173	0.05803494652
1174	0.0579932332
1175	0.05792451898
1176	0.05786503355
1177	0.05781855683
1178	0.05775934458
1179	0.05769879619
1180	0.05766271551
1181	0.05762741466
1182	0.05758280555
1183	0.05754257242
1184	0.05748576919
1185	0.05741340915
1186	0.05735396345
1187	0.05729375283
1188	0.05722350379
1189	0.05716106296
1190	0.05709743996
1191	0.05705653628
1192	0.05699150761
1193	0.05693482359
1194	0.05688373248
1195	0.05685385565
1196	0.05680354436
1197	0.0567629685
1198	0.05670098464
1199	0.05663635333
1200	0.05657472213
1201	0.05651589731
1202	0.0564374427
1203	0.05639567475
1204	0.05634816488
1205	0.05628847082
1206	0.0562316974
1207	0.05616955956
1208	0.05611464381
1209	0.0560734868
1210	0.05602391561
1211	0.05597353975
1212	0.05593836308
1213	0.05588660638
1214	0.05582472185
1215	0.05576836069
1216	0.05571053425
1217	0.05565391978
1218	0.05559367935
1219	0.05553392569
1220	0.05546833575
1221	0.05541451772
1222	0.05537651976
1223	0.0553363661
1224	0.05529623727
1225	0.05525158842
1226	0.05520814657
1227	0.05515245597
1228	0.05509767433
1229	0.05503355463
1230	0.05498505632
1231	0.05492426952
1232	0.05486073097
1233	0.05481012662
1234	0.05474192401
1235	0.05468067527
1236	0.05460352699
1237	0.05454560121
1238	0.0544864436
1239	0.05443273981
1240	0.05437968175
1241	0.05431971947
1242	0.05426566303
1243	0.05421163638
1244	0.05416554213
1245	0.05410559475
1246	0.05405718088
1247	0.05400354664
1248	0.0539475431
1249	0.05388067166
1250	0.05383687218
1251	0.05377686024
1252	0.05372202396
1253	0.05366971095
1254	0.05362653732
1255	0.05359006425
1256	0.05353502929
1257	0.05348551273
1258	0.05343435208
1259	0.0533871154
1260	0.05333608886
1261	0.05328430732
1262	0.05321979523
1263	0.0531797111
1264	0.05311735471
1265	0.05306834479
1266	0.05301431318
1267	0.05295253793
1268	0.05290512244
1269	0.05284694831
1270	0.05280613899
1271	0.05276985963
1272	0.05272740622
1273	0.05265987913
1274	0.05262150864
1275	0.05256760617
1276	0.05251451333
1277	0.0524782141
1278	0.05242450039
1279	0.05237474541
1280	0.05230868856
1281	0.05225881934
1282	0.0522074451
1283	0.05215506752
1284	0.0521022131
1285	0.05205493172
1286	0.0519828399
1287	0.05193128188
1288	0.051884378
1289	0.05182512105
1290	0.05179253221
1291	0.05174294611
1292	0.05170664191
1293	0.05165652434
1294	0.05160577099
1295	0.05156587561
1296	0.05151037375
1297	0.05146090686
1298	0.05141745011
1299	0.05137325327
1300	0.05132534107
1301	0.05127763748
1302	0.05122516553
1303	0.05117706458
1304	0.05112498999
1305	0.05108351509
1306	0.05104753872
1307	0.05099721253
1308	0.05093776683
1309	0.0508714517
1310	0.05083712935
1311	0.05079061786
1312	0.05074857672
1313	0.05069883664
1314	0.05065121253
1315	0.05060573419
1316	0.05055326223
1317	0.05050254862
1318	0.05044901371
1319	0.05040101707
1320	0.05035226544
1321	0.05031123757
1322	0.0502516975
1323	0.05019435287
1324	0.05014073849
1325	0.05010610819
1326	0.05006447434
1327	0.050018996
1328	0.04995776216
1329	0.04990744591
1330	0.04987027248
1331	0.04982199768
1332	0.04977681239
1333	0.04971178373
1334	0.04967411359
1335	0.049609676
1336	0.04957035184
1337	0.04953085879
1338	0.04947668811
1339	0.04943539699
1340	0.04939422508
1341	0.04934268693
1342	0.04930098852
1343	0.04926643769
1344	0.04923341175
1345	0.04918178916
1346	0.04913447301
1347	0.04909453789
1348	0.04905551175
1349	0.04901091754
1350	0.04896360636
1351	0.04892233014
1352	0.04888616999
1353	0.0488426437
1354	0.04880254467
1355	0.04876106977
1356	0.04871252179
1357	0.04867133995
1358	0.04863283038
1359	0.048589468
1360	0.04853846629
1361	0.04849169155
1362	0.04846292237
1363	0.04841733972
1364	0.04836895068
1365	0.04833107193
1366	0.04828559856
1367	0.04824488362
1368	0.04820645849
1369	0.04816175501
1370	0.04812154174
1371	0.04807955027
1372	0.04804215829
1373	0.04800235232
1374	0.04795049628
1375	0.04791519543
1376	0.04786689083
1377	0.04782481492
1378	0.0477784127
1379	0.04772990445
1380	0.04768675566
1381	0.04764411847
1382	0.04760039846
1383	0.04756572346
1384	0.04753335317
1385	0.04750209053
1386	0.04746050636
1387	0.04741573334
1388	0.04737061262
1389	0.04731835922
1390	0.04727967083
1391	0.04723683993
1392	0.04719064633
1393	0.047151347
1394	0.04712537924
1395	0.04708699385
1396	0.04704731703
1397	0.04700097442
1398	0.04695452253
1399	0.04691395164
1400	0.04688070218
1401	0.04684003194
1402	0.04680294792
1403	0.04676222801
1404	0.04672171672
1405	0.04667852322
1406	0.04663101832
1407	0.04659360647
1408	0.04655742149
1409	0.04651266336
1410	0.04646698634
1411	0.04642550151
1412	0.04638590415
1413	0.04634567599
1414	0.04631471137
1415	0.04627504945
1416	0.04623312255
1417	0.04621045788
1418	0.04616571466
1419	0.04612208903
1420	0.04608904819
1421	0.04606001576
1422	0.04602140685
1423	0.04598380625
1424	0.04594730834
1425	0.04591828088
1426	0.04587433736
1427	0.04583145181
1428	0.04578988751
1429	0.04575102528
1430	0.04570913315
1431	0.04567698141
1432	0.04564697544
1433	0.04561490814
1434	0.04557656248
1435	0.0455493331
1436	0.04551402728
1437	0.04548150301
1438	0.04544054468
1439	0.04541144272
1440	0.04536889493
1441	0.04533415536
1442	0.04528665046
1443	0.04523850481
1444	0.04520576199
1445	0.04516200721
1446	0.04512744645
1447	0.04509152472
1448	0.04504955808
1449	0.04500318567
1450	0.04497566819
1451	0.04493830601
1452	0.04489589731
1453	0.04485616088
1454	0.04481924574
1455	0.04478223622
1456	0.04474002123
1457	0.04469209909
1458	0.0446494023
1459	0.04460843404
1460	0.04456916451
1461	0.04454696178
1462	0.04452230036
1463	0.04448554913
1464	0.04445165892
1465	0.04441395402
1466	0.04437470436
1467	0.04435073336
1468	0.04431273043
1469	0.04427994788
1470	0.04424252609
1471	0.04421045383
1472	0.0441767027
1473	0.04412962
1474	0.04409063856
1475	0.04405540228
1476	0.04401902358
1477	0.04398387671
1478	0.04395279288
1479	0.04393091798
1480	0.04390442371
1481	0.04387411475
1482	0.04383428395
1483	0.04378703237
1484	0.04375458757
1485	0.04371777674
1486	0.04367464284
1487	0.04363017281
1488	0.04359113673
1489	0.04355122646
1490	0.04350983103
1491	0.0434743613
1492	0.04343821108
1493	0.04339866837
1494	0.04336144527
1495	0.04333060483
1496	0.04329433044
1497	0.04325535397
1498	0.04321691394
1499	0.04318846265
1500	0.04316444198
1501	0.04312552512
1502	0.04309782883
1503	0.04306167364
1504	0.04302703341
1505	0.04299375415
